	Unnamed: 0	BataryaGucu	Bluetooth	MikroislemciHizi	CiftHat	OnKameraMP	4G	DahiliBellek	Kalinlik	Agirlik	CekirdekSayisi	ArkaKameraMP	CozunurlukYükseklik	CozunurlukGenislik	RAM	BataryaOmru	3G	Dokunmatik	WiFi	FiyatAraligi	Renk
712	712	1097	Yok	2,1	Var	6.0	Yok	64	0,2	161	3	8	419	1914	1725.0	9	Var	Yok	Var	Ucuz	Turkuaz
713	713	829	Yok	0,5	Yok	0.0	Yok	56	0,6	129	7	1	91	1916	820.0	11	Var	Yok	Var	Çok Ucuz	Beyaz
714	714	1004	Yok	1,6	Var	0,0	Var	30	1,0	160	8	1	62	581	1012.0	13	Var	Var	Var	Çok Ucuz	Beyaz
715	715	961	Var	1,5	Var	10.0	Yok	51	0,3	152	6	16	554	621	2981.0	7	Var	Var	Var	Normal	Kırmızı
716	716	744	Yok	1,7	Var	0.0	Var	33	0,5	105	4	2	1252	1963	2700.0	19	Var	Yok	Yok	Normal	Kırmızı
717	717	1057	Var	2,7	Yok	3,0	Var	41	0,1	97	4	10	397	891	2033.0	2	Var	Var	Yok	Ucuz	Mor
718	718	1093	Yok	0,5	Yok	1.0	Var	31	0,6	171	2	12	1310	1420	1646.0	6	Var	Var	Yok	Ucuz	Mavi
719	719	1753	Yok	0,5	Var	0.0	Var	31	0,1	134	1	18	1590	1926	1324.0	17	Var	Yok	Var	Normal	Yeşil
720	720	951	Yok	0,5	Yok	6,0	Var	15	0,6	81	2	17	854	935	1083.0	16	Var	Var	Yok	Çok Ucuz	Beyaz
721	721	805	Var	1,7	Var	0.0	Var	58	0,9	168	3	10	81	1544	3397.0	2	Var	Yok	Yok	Normal	Kahverengi
722	722	538	Yok	0,8	Yok	12.0	Var	2	0,8	177	7	13	235	662	417.0	9	Var	Yok	Var	Çok Ucuz	Siyah
723	723	1969	Yok	0,8	Var	5,0	Var	7	0,2	85	8	20	332	764	315.0	7	Var	Var	Yok	Çok Ucuz	Siyah
724	724	769	Yok	0,5	Var	12.0	Var	54	0,2	112	4	19	1385	1780	941.0	20	Var	Yok	Var	Çok Ucuz	Turuncu
725	725	675	Yok	2,3	Yok	10.0	Yok	60	0,9	144	5	15	192	757	1735.0	13	Var	Yok	Var	Çok Ucuz	Sarı
726	726	1296	Yok	0,9	Var		Var	14	0,5	124	5	3	811	1272	490.0	4	Var	Var	Var	Çok Ucuz	Sarı
727	727	1347	Yok	0,9	Var	8.0	Var	53	0,8	108	6	15	961	1008	3836.0	14	Var	Yok	Var	Pahalı	Siyah
728	728	503	 	2,5	Yok	3.0	Yok	57	0,6	185	6	11	778	1291	305.0	16	Yok	Yok	Var	Çok Ucuz	Mavi
729	729	1314	Yok	2,9	Var	8,0	Var	41	0,1	155	4	12	113	577	626.0	4	Var	Var	Var	Çok Ucuz	Mor
730	730	1122	Yok	0,5	Yok	0.0	Var	40	0,3	156	7	14	675	1163	1456.0	20	Var	Var	Yok	Ucuz	Gri
731	731	1136	Yok	0,5	Yok	0.0	Var	9	0,9	150	6	2	1307	1767	2110.0	16	Var	Yok	Var	Normal	Kırmızı
732	732	1504	Yok	1,5	Yok	12,0	Var	34	0,7	142	8	15	507	973	2806.0	7	Var	Yok	Var	Normal	Turuncu
733	733	643	Var	0,7	Var	3.0	Var	23	0,8	156	1	9	314	1400	2096.0	2	Var	Yok	Yok	Ucuz	Mor
734	734	1828	Var	2,1	Var	0.0	Yok	17	0,9	199	1	1	336	898	2280.0	4	Yok	Yok	Yok	Normal	Mavi
735	735	1263	Yok	0,5	Yok	12,0	Yok	64	0,3	175	5	18	178	1883	1183.0	17	Yok	Yok	Var	Ucuz	Kırmızı
736	736	1882	Yok	2,0	Yok	11.0	Var	44	0,8	113	8	19	4	743	3579.0	20	Var	Var	Yok	Pahalı	Gri
737	737	1398	Yok	1,6	Var	8.0	Var	26	0,8	150	1	12	755	1284	3488.0	11	Var	Var	Yok	Pahalı	Turuncu
738	738	1312	Var	0,8	Var	0,0	Yok	24	0,9	156	6	0	115	1791	3833.0	17	Yok	Var	Yok	Pahalı	Pembe
739	739	1775	Var	1,5	Yok	3.0	Yok	41	0,1	163	1	7	1633	1869	2343.0	14	Var	Var	Var	Pahalı	Yeşil
740	740	854	Yok	1,0	Yok	5.0	Var	17	0,9	101	4	9	730	1148	3115.0	2	Var	Yok	Yok	Normal	Mavi
741	741	528	Yok	1,7	Yok	12,0	Var	6	0,8	142	2	15	574	637	3256.0	6	Var	Var	Yok	Normal	Pembe
742	742	1566	Var	0,5	Var	0.0	Yok	20	0,5	126	2	0	1603	1930	659.0	13	Var	Var	Var	Ucuz	Turuncu
743	743	1158	Yok	0,7	Var	1.0	Var	29	0,7	123	2	20	311	1796	1542.0	15	Var	Yok	Var	Ucuz	Turuncu
744	744	1195	Var	1,1	Var	2,0	Var	8	0,9	80	6	6	327	1001	643.0	19	Var	Yok	Yok	Çok Ucuz	Turkuaz
745	745	1148	Yok	2,3	Var	0.0	Var	58	0,3	170	5	20	606	688	3127.0	11	Var	Yok	Yok	Normal	Turuncu
746	746	808	Yok	1,9	Yok	7.0	Yok	20	0,8	185	6	14	496	974	1471.0	11	Yok	Var	Yok	Çok Ucuz	Kırmızı
747	747	1587	Var	0,5	Yok	0,0	Yok	50	0,9	148	8	15	299	874	461.0	4	Var	Yok	Var	Çok Ucuz	Mor
748	748	1948	 	2,9	Var	4.0	Yok	5	0,2	136	1	13	651	700	361.0	10	Yok	Var	Yok	Çok Ucuz	Beyaz
749	749	1071	Yok	2,6	Yok	0.0	Yok	49	0,3	199	4	5	1328	1970	3393.0	7	Var	Yok	Yok	Pahalı	Pembe
750	750	1883	Var	0,5	Yok	3,0	Var	10	0,3	146	6	13	836	1739	2600.0	20	Var	Yok	Yok	Pahalı	Turkuaz
751	751	1068	Yok	0,5	Var	0.0	Var	19	0,9	197	8	9	322	875	1209.0	12	Var	Var	Yok	Çok Ucuz	Beyaz
752	752	1486	Yok	2,6	Yok	7.0	Yok	52	0,1	85	4	15	1430	1747	297.0	15	Yok	Var	Yok	Çok Ucuz	Siyah
753	753	688	Yok	2,5	Var	0,0	Yok	57	0,8	131	7	3	426	1964	3745.0	4	Yok	Var	Yok	Pahalı	Pembe
754	754	885	Yok	2,3	Var	0.0	Var	15	0,4	103	7	0	769	802	1410.0	5	Var	Var	Var	Çok Ucuz	Pembe
755	755	547	Yok	1,9	Var	1.0	Yok	37	0,4	154	5	4	371	541	2705.0	10	Var	Var	Yok	Ucuz	Beyaz
756	756	1925	Yok	3,0	Var	0,0	Var	16	0,8	175	8	11	983	1087	2173.0	19	Var	Var	Yok	Normal	Pembe
757	757	1569	Var	1,6	Var	4.0	Var	54	0,9	190	4	6	371	665	3905.0	4	Var	Yok	Yok	Pahalı	Kahverengi
758	758	907	Var	2,6	Var	7.0	Yok	44	0,2	160	3	12	144	896	3911.0	8	Yok	Yok	Yok	Pahalı	Yeşil
759	759	1428	Var	1,6	Yok	0,0	Yok	7	0,1	153	4	2	584	983	1808.0	13	Yok	Var	Yok	Ucuz	Mavi
760	760	1180	Var	2,5	Yok	0.0	Var	27	0,1	90	6	1	168	540	348.0	19	Var	Var	Var	Çok Ucuz	Beyaz
761	761	1832	Yok	0,7	Yok	2.0	Yok	2	0,6	90	7	6	186	654	2978.0	18	Yok	Yok	Yok	Normal	Yeşil
762	762	1965	Var	0,5	Yok	4,0	Var	29	0,5	149	5	13	584	676	2973.0	20	Var	Var	Var	Pahalı	Gri
763	763	1413	Yok	0,5	Var	5.0	Yok	51	0,3	117	5	11	187	517	3383.0	2	Yok	Yok	Yok	Pahalı	Turuncu
764	764	668	Yok	0,5	Var	0.0	Yok	3	0,1	155	5	13	666	1203	2746.0	8	Var	Var	Var	Normal	Gri
765	765	1530	Yok	2,0	Yok	11,0	Yok	42	0,8	177	6	13	454	1975	725.0	19	Yok	Yok	Var	Çok Ucuz	Mor
766	766	1572	Yok	0,6	Yok	0.0	Var	58	0,2	157	7	8	1109	1937	2462.0	10	Var	Yok	Yok	Pahalı	Yeşil
767	767	1405	Yok	1,7	Yok	0.0	Yok	8	0,3	107	4	7	284	1036	2376.0	11	Yok	Var	Yok	Normal	Sarı
768	768	1139	Var	0,9	Var	6,0	Var	58	0,5	161	2	11	742	999	1850.0	8	Var	Yok	Yok	Ucuz	Yeşil
769	769	1960	Var	2,1	Yok	1.0	Yok	7	0,2	165	7	9	868	877	3773.0	6	Yok	Var	Var	Pahalı	Turuncu
770	770	715	Yok	2,3	Var	4.0	Yok	48	0,1	160	4	6	21	562	3709.0	10	Yok	Yok	Yok	Normal	Turuncu
771	771	1590	Yok	1,9	Var	3,0	Var	21	1,0	160	5	18	920	963	1701.0	4	Var	Yok	Var	Ucuz	Beyaz
772	772	1082	Yok	2,3	Var	11.0	Yok	2	1,0	101	4	20	398	724	2177.0	17	Yok	Var	Yok	Ucuz	Sarı
773	773	1547	Yok	2,9	Var	6.0	Yok	45	0,7	166	2	8	583	590	505.0	3	Yok	Var	Var	Çok Ucuz	Kahverengi
774	774	712	Var	0,5	Var	3,0	Var	35	0,2	84	2	10	558	1208	2190.0	4	Var	Var	Var	Ucuz	Sarı
775	775	1709	Var	0,8	Yok	8.0	Var	58	0,8	136	2	10	956	1292	1781.0	17	Var	Yok	Yok	Normal	Siyah
776	776	1874	Var	2,7	Var	10.0	Yok	8	0,9	166	7	13	964	1233	1246.0	2	Yok	Yok	Var	Ucuz	Sarı
777	777	753	Var	0,5	Yok	11,0	Var	48	0,1	121	8	20	606	1316		16	Var	Yok	Yok	Pahalı	Turkuaz
778	778	1773	Var	2,5	Yok	16.0	Var	32	0,6	170	6	18	1215	1472	3566.0	13	Var	Yok	Var	Pahalı	Sarı
779	779	1234	Var	1,6	Var	1.0	Yok	33	0,6	172	1	3	166	778	1449.0	6	Yok	Yok	Var	Çok Ucuz	Mavi
780	780	1426	Yok	1,6	Yok	4,0	Var	12	0,7	174	5	16	1573	1694	1277.0	5	Var	Yok	Yok	Ucuz	Kırmızı
781	781	561	Var	2,8	Var	2.0	Var	40	0,1	99	7	6	426	865	2974.0	19	Var	Yok	Var	Normal	Siyah
782	782	775	Yok	1,0	Yok	3.0	Yok	46	0,7	159	2	16	862	1864	568.0	11	Var	Var	Var	Çok Ucuz	Pembe
783	783	608	Var	0,5	Var	0,0	Yok	64	0,9	94	4	0	4	1351	2517.0	7	Var	Var	Var	Ucuz	Siyah
784	784	1485	Yok	2,8	Yok	3.0	Var	44	0,1	138	4	14	341	774	3271.0	8	Var	Var	Yok	Pahalı	Beyaz
785	785	1083	Var	2,9	Var	1.0	Var	64	0,8	178	3	11	1025	1118	3210.0	4	Var	Yok	Yok	Pahalı	Mavi
786	786	1579	Var	0,5	Var	0,0	Var	5	0,2	88	7	9	1358	1739	3532.0	12	Yok	Yok	Var	Pahalı	Kahverengi
787	787	1695	Yok	2,3	Var	1.0	Yok	34	0,4	84	5	10	713	1742	3296.0	14	Yok	Yok	Yok	Pahalı	Yeşil
788	788	1225	Var	2,4	Yok	0.0	Yok	15	0,1	155	5	0	840	982	1970.0	15	Var	Var	Yok	Ucuz	Gri
789	789	1197	Yok	1,3	Yok	3,0	Var	20	0,5	149	6	7	649	1629	1797.0	4	Var	Var	Var	Ucuz	Sarı
790	790	703	Var	2,7	Yok	12.0	Var	30	0,3	113	1	20	218	1065	1472.0	7	Var	Yok	Yok	Çok Ucuz	Pembe
791	791	593	Yok	0,5	Yok	6.0	Yok	31	0,4	156	7	7	1233	1317	1692.0	7	Var	Yok	Yok	Ucuz	Siyah
792	792	504	Yok	2,8	Var		Yok	40	0,5	178	3	0	626	1195	470.0	16	Var	Yok	Yok	Çok Ucuz	Siyah
793	793	1572	Var	0,8	Var	7.0	Var	8	0,8	169	5	8	577	1237	3461.0	10	Var	Var	Var	Pahalı	Mor
794	794	1224	Var	1,6	Yok	9.0	Yok	33	1,0	157	1	18	522	563	3796.0	13	Var	Var	Yok	Pahalı	Mavi
795	795	594	Yok	0,8	Yok	2,0	Var	28	0,1	132	5	3	1011	1263	3087.0	4	Var	Var	Var	Normal	Mor
796	796	713	Yok	1,6	Yok	4.0	Var	63	0,7	89	2	8	103	1760	2082.0	12	Var	Yok	Yok	Ucuz	Kahverengi
797	797	1021	Var	0,5	Var	0.0	Var	53	0,7	136	3	6	905	1988	2631.0	7	Var	Var	Yok	Normal	Kahverengi
798	798	1809	Var	1,7	Yok	3,0	Var	59	0,1	174	3	4	639	721	2324.0	16	Var	Yok	Var	Normal	Mor
799	799	1447	Yok	0,5	Yok	3.0	Yok	40	0,7	184	2	5	963	1062	471.0	20	Yok	Yok	Var	Çok Ucuz	Turuncu
800	800	517	Yok	1,4	Var	3.0	Var	33	0,8	183	4	8	660	974	3704.0	11	Var	Yok	Var	Pahalı	Mavi
801	801	561	Var	1,0	Yok	0,0	Yok	11	0,1	163	8	10	492	1176	3421.0	5	Var	Var	Var	Normal	Pembe
802	802	922	Yok	1,5	Var	1.0	Var	35	0,9	188	7	15	1016	1383	1165.0	4	Var	Var	Var	Çok Ucuz	Gri
803	803	837	Yok	2,4	Var	1.0	Yok	51	0,2	104	5	15	638	1831	594.0	20	Var	Yok	Var	Çok Ucuz	Kahverengi
804	804	1544	Yok	2,3	Yok	12,0	Var	45	0,1	113	8	20	236	857	1300.0	18	Var	Var	Yok	Ucuz	Pembe
805	805	1337	Yok	0,5	Yok	13.0	Yok	31	0,8	186	2	20	48	644	2180.0	16	Var	Yok	Var	Ucuz	Kahverengi
806	806	1453	Yok	1,6	Var	12.0	Var	52	0,3	96	2	18	187	1311	2373.0	10	Var	Var	Var	Normal	Mor
807	807	1615	Yok	0,5	Yok	14,0	Yok	15	0,1	132	4	16	622	1256	3488.0	3	Yok	Yok	Var	Pahalı	Kahverengi
808	808	1725	Yok	0,5	Var	8.0	Var	52	1,0	185	6	12	1125	1195	1243.0	5	Var	Var	Var	Ucuz	Kahverengi
809	809	1313	Var	1,8	Var	4.0	Yok	9	0,4	105	1	6	416	1308	3791.0	6	Yok	Var	Var	Pahalı	Mor
810	810	1230	Var	2,2	Var	6,0	Yok	26	0,8	123	5	7	416	676	988.0	9	Yok	Var	Var	Çok Ucuz	Kırmızı
811	811	1564	Yok	1,5	Var	1.0	Yok	42	0,7	108	2	2	1619	1962	3376.0	7	Yok	Var	Yok	Pahalı	Mavi
812	812	1337	Var	2,7	Var	0.0	Yok	5	0,7	200	4	1	161	1029	3242.0	20	Yok	Var	Yok	Normal	Kahverengi
813	813	618	Var	1,0	Yok	9,0	Var	13	0,1	80	4	15	591	724	1424.0	7	Var	Var	Yok	Çok Ucuz	Yeşil
814	814	857	Var	2,0	Var	3.0	Yok	17	0,2	195	7	9	157	948	3100.0	13	Var	Var	Yok	Normal	Siyah
815	815	962	Var	1,1	Var	3.0	Yok	17	0,1	161	8	20	546	1424	3438.0	20	Yok	Yok	Yok	Pahalı	Yeşil
816	816	957	Var	0,7	Yok	0,0	Var	4	0,1	160	2	0	38	1682	1898.0	3	Var	Var	Yok	Ucuz	Sarı
817	817	1323	Var	2,5	Var	10.0	Var	28	0,2	131	4	12	162	619	1892.0	15	Var	Var	Var	Ucuz	Turuncu
818	818	1250	Var	1,5	Yok	14.0	Var	20	0,4	167	5	18	11	1020	3314.0	6	Var	Var	Var	Normal	Yeşil
819	819	1354	Var	0,7	Var	3,0	Var	26	0,5	136	4	6	297	918	2090.0	13	Var	Var	Yok	Ucuz	Kırmızı
820	820	1619	Var	1,9	Yok	2.0	Var	21	0,4	138	1	9	46	562	1641.0	13	Var	Yok	Yok	Ucuz	Beyaz
821	821	1991	Var	1,8	Yok	11.0	Yok	9	0,7	94	3	12	751	1377	1511.0	9	Yok	Yok	Yok	Ucuz	Gri
822	822	880	Yok	0,5	Var	1,0	Yok	44	0,5	172	8	15	436	1302	3132.0	6	Yok	Var	Var	Normal	Kırmızı
823	823	1793	Yok	2,7	Yok	12.0	Var	44	0,7	175	5	17	655	1459	2803.0	6	Var	Var	Var	Pahalı	Beyaz
824	824	797	Var	2,9	Var	4.0	Yok	38	0,5	90	4	6	763	1413	590.0	6	Yok	Var	Yok	Çok Ucuz	Kırmızı
825	825	1339	Var	0,5	Var	10,0	Var	21	0,5	80	4	11	833	1441	867.0	3	Var	Var	Yok	Çok Ucuz	Pembe
826	826	1735	Yok	1,8	Var	16.0	Yok	34	0,1	140	2	17	149	876	2392.0	19	Var	Yok	Var	Normal	Siyah
827	827	1623	Var	1,2	Yok	6.0	Var	61	0,9	120	7	12	1568	1832	1510.0	17	Var	Var	Yok	Normal	Turuncu
828	828	1783	Var	0,5	Yok	8,0	Yok	14	0,6	183	8	11	910	1566	1816.0	7	Yok	Yok	Var	Normal	Beyaz
829	829	1319	Var	0,9	Yok	3.0	Var	41	0,9	107	1	18	85	1152	2227.0	3	Var	Var	Var	Ucuz	Kahverengi
830	830	635	Var	0,6	Var	1.0	Var	50	0,3	97	5	13	193	989	2107.0	12	Var	Yok	Yok	Ucuz	Mavi
831	831	1813	Var	0,6	Var	0,0	Var	5	0,2	198	3	8	338	1306	759.0	14	Var	Var	Yok	Çok Ucuz	Mor
832	832	640	Yok	0,6	Yok	0.0	Yok	20	0,1	163	4	15	710	1179	2844.0	18	Var	Var	Yok	Normal	Beyaz
833	833	1790	Yok	2,5	Var	9.0	Yok	2	0,1	184	1	14	622	792	1366.0	20	Var	Var	Var	Ucuz	Pembe
834	834	1216	Yok	3,0	Yok	4,0	Yok	47	0,4	199	3	7	1852	1967	2268.0	4	Yok	Var	Var	Normal	Turuncu
835	835	1454	Yok	1,4	Var	8.0	Yok	37	0,8	80	8	20	903	910	1713.0	19	Yok	Yok	Yok	Ucuz	Mavi
836	836	1345	Var	3,0	Yok	7.0	Var	38	0,1	162	3	11	512	1465	1322.0	15	Var	Yok	Yok	Ucuz	Kahverengi
837	837	1991	Var	2,7	Yok	5,0	Var	64	0,9	145	2	13	1058	1325	1733.0	8	Var	Var	Yok	Normal	Siyah
838	838	1290	Yok	0,5	Yok	0.0	Yok	3	0,1	143	6	4	600	1109	1214.0	15	Yok	Var	Var	Ucuz	Kahverengi
839	839	1799	Var	0,5	Yok	0.0	Yok	49	0,4	107	4	2	632	1383	720.0	11	Var	Var	Var	Çok Ucuz	Kırmızı
840	840	1956	Yok	2,2	Yok	0,0	Var	37	0,5	87	3	2	185	776	1109.0	19	Var	Var	Yok	Ucuz	Siyah
841	841	1379	Var	2,1	Var	14.0	Var	63	1,0	83	1	17	207	1370	651.0	7	Var	Var	Yok	Çok Ucuz	Mor
842	842	1092	Var	0,5	Var	10.0	Yok	11	0,5	167	3	14	468	571	737.0	11	Yok	Var	Yok	Çok Ucuz	Beyaz
843	843	1489	Yok	2,1	Var	0,0	Yok	9	0,4	169	3	1	923	1759	1663.0	14	Var	Yok	Var	Ucuz	Kahverengi
844	844	723	Yok	0,5	Yok	0.0	Var	3	0,2	168	4	3	920	1748	1851.0	16	Var	Yok	Yok	Ucuz	Mavi
845	845	1902	Yok	0,5	Yok	10.0	Yok	13	0,2	155	4	11	766	877	940.0	15	Var	Var	Yok	Ucuz	Kırmızı
846	846	1310	Var	2,3	Var	6,0	Yok	57	0,9	135	8	9	449	889	1175.0	8	Yok	Yok	Yok	Çok Ucuz	Turuncu
847	847	688	Var	2,5	Yok	9.0	Yok	40	0,2	109	5	20	376	1957	1382.0	8	Yok	Var	Yok	Ucuz	Turuncu
848	848	1542	Yok	2,3	Yok	1.0	Yok	43	0,8	182	2	11	346	966	3601.0	16	Yok	Yok	Yok	Pahalı	Gri
849	849	708	Var	2,7	Var	0,0	Var	63	1,0	195	8	7	78	654	2169.0	7	Var	Var	Var	Ucuz	Pembe
850	850	1219	Yok	1,0	Var	0.0	Yok	17	0,7	196	5	4	473	1022	705.0	6		Var	Var	Çok Ucuz	Mavi
851	851	1762	Yok	0,7	Yok	7.0	Yok	60	0,1	157	4	10	643	790	1380.0	14	Var	Yok	Yok	Ucuz	Siyah
852	852	1576	Var	2,0	Yok	0,0	Var	20	0,6	148	3	0	410	1551	1379.0	16	Var	Yok	Var	Ucuz	Turkuaz
853	853	1007	Yok	2,0	Yok	0.0	Yok	45	0,1	95	5	2	1186	1529	3648.0	16	Yok	Yok	Yok	Pahalı	Mavi
854	854	1320	Yok	0,5	Var	7.0	Yok	48	0,2	168	5	16	103	1583	2893.0	9	Yok	Yok	Var	Normal	Kırmızı
855	855	1885	Yok	2,4	Var	12,0	Var	14	0,6	92	4	15	1406	1517	1277.0	16	Var	Yok	Var	Ucuz	Siyah
856	856	1834	Yok	2,1	Yok	7.0	Var	40	0,1	99	4	11	0	1987	3692.0	16	Var	Var	Yok	Pahalı	Siyah
857	857	984	Var	0,5	Yok	13.0	Var	42	0,8	98	7	17	1036	1611	898.0	13	Var	Var	Yok	Çok Ucuz	Turuncu
858	858	741	Yok	1,5	Yok	1,0	Yok	14	0,3	178	5	13	334	594	1886.0	9	Var	Var	Var	Çok Ucuz	Beyaz
859	859	1665	Var	0,5	Yok	3.0	Var	60	0,2	194	6	18	1572	1684	1601.0	14	Var	Yok	Yok	Normal	Beyaz
860	860	534	Yok	0,5	Var	4.0	Yok	2	0,2	85	5	16	911	1220	2466.0	18	Yok	Var	Var	Normal	Gri
861	861	831	Yok	2,4	Yok	10,0	Yok	55	0,5	86	6	12	172	1239	1075.0	3	Var	Var	Yok	Çok Ucuz	Yeşil
862	862	807	Yok	0,5	Yok	9.0	Yok	8	0,3	158	5	20	667	697	1284.0	2	Yok	Var	Var	Çok Ucuz	Pembe
863	863	932	Var	0,5	Yok	1.0	Var	60	0,7	104	4	2	268	1078	1459.0	19	Var	Var	Yok	Çok Ucuz	Pembe
864	864	986	Var	0,8	Yok	13,0	Var	28	0,8	182	4	20	199	679	1149.0	18	Var	Var	Yok	Çok Ucuz	Siyah
865	865	1900	Var	2,3	Yok	1.0	Var	18	0,2	89	7	9	1055	1661	2871.0	13	Var	Var	Var	Pahalı	Siyah
866	866	1872	Yok	0,5	Var	3.0	Yok	17	0,7	89	6	6	1749	1767	724.0	9	Var	Yok	Var	Ucuz	Kırmızı
867	867	1772	Var	1,6	Yok	17,0	Var	45	0,5	159	2	18	837	1405	1146.0	17	Var	Var	Yok	Ucuz	Turkuaz
868	868	1988	Var	0,5	Yok	0.0	Var	16	0,1	94	8	1	153	696	3144.0	14	Var	Yok	Yok	Pahalı	Turkuaz
869	869	652	Yok	0,5	Var	1.0	Yok	58	0,6	142	3	2	464	781	565.0	9	Yok	Yok	Var	Çok Ucuz	Pembe
870	870	1528	Var	1,8	Var	3,0	Var	55	0,8	129	5	6	454	1762	1282.0	11	Var	Var	Var	Ucuz	Beyaz
871	871	1035	Var	2,7	Yok	1.0	Yok	40	0,2	157	5	15	757	1912		5	Yok	Var	Var	Pahalı	Turuncu
872	872	1784	Yok	1,6	Yok	4.0	Yok	41	0,4	164	6	20	610	1437	2313.0	11	Yok	Var	Yok	Normal	Turkuaz
873	873	1481	Var	0,7	Var	4,0	Var	37	0,6	96	5	13	116	1533	2945.0	16	Var	Var	Var	Normal	Turuncu
874	874	671	Yok	0,9	Var	10.0	Yok	30	0,7	105	7	17	852	1182	2504.0	15	Var	Yok	Yok	Normal	Kahverengi
875	875	603	Var	2,5	Var	3.0	Yok	35	0,7	126	3	16	692	1057	3703.0	9	Yok	Yok	Var	Pahalı	Turuncu
876	876	752	Yok	0,5	Var	1,0	Yok	48	0,7	87	7	13	164	728	3860.0	16	Yok	Yok	Yok	Pahalı	Mavi
877	877	701	Var	0,7	Yok	7.0	Yok	15	0,5	160	3	11	1002	1256	1756.0	17	Var	Var	Var	Ucuz	Turkuaz
878	878	1108	Var	2,9	Yok	10.0	Yok	52	0,1	183	2	12	130	1706	3264.0	13	Yok	Var	Var	Pahalı	Siyah
879	879	1163	Var	1,9	Yok	6,0	Yok	2	0,9	133	5	20	919	1076	1568.0	19	Var	Yok	Yok	Ucuz	Beyaz
880	880	1986	Yok	2,7	Var	3.0	Var	64	0,2	162	4	20	236	1520	1377.0	15	Var	Var	Var	Ucuz	Mor
881	881	776	Var	1,7	Yok	0.0	Var	20	1,0	146	4	9	991	1803	685.0	7	Var	Var	Var	Çok Ucuz	Turuncu
882	882	730	Var	0,5	Var	3,0	Var	27	0,1	112	5	10	62	846	3623.0	15	Var	Var	Yok	Normal	Pembe
883	883	1595	Var	0,8	Var	0.0	Var	44	0,7	85	4	20	1024	1838	3881.0	9	Var	Yok	Var	Pahalı	Mor
884	884	986	Var	1,5	Yok	1.0	Var	23	0,8	183	8	3	471	800	2385.0	19	Var	Yok	Yok	Ucuz	Beyaz
885	885	683	Yok	0,7	Yok	5,0	Yok	19	0,9	173	4	17	954	1985	2622.0	5	Yok	Yok	Var	Normal	Kırmızı
886	886	696	Var	2,4	Yok	11.0	Var	35	0,2	103	3	13	533	797	2022.0	4	Var	Yok	Var	Ucuz	Pembe
887	887	1445	Yok	2,2	Var	2.0	Yok	37	0,4	82	2	6	527	1393	3480.0	17	Var	Var	Var	Pahalı	Kırmızı
888	888	518	Var	2,4	Yok	0,0	Var	62	0,6	128	6	0	489	710	2514.0	7	Var	Var	Var	Ucuz	Pembe
889	889	1283	Var	2,4	Var	8.0	Var	33	1,0	93	3	15	510	980	773.0	2	Var	Var	Yok	Çok Ucuz	Beyaz
890	890	1811	Var	2,0	Yok	3.0	Var	22	0,2	82	2	8	358	614	2847.0	4	Var	Yok	Var	Normal	Kırmızı
891	891	1277	Yok	3,0	Yok	0,0	Var	41	0,3	200	4	3	902	1090	429.0	14	Var	Var	Var	Çok Ucuz	Mavi
892	892	697	Yok	2,7	Var	5.0	Var	20	0,4	173	2	6	478	1477	259.0	4	Var	Var	Var	Çok Ucuz	Gri
893	893	798	Yok	2,4	Yok	5.0	Yok	4	0,2	96	3	9	526	643	2965.0	14	Var	Var	Yok	Normal	Kırmızı
894	894	1481	Var	2,0	Var	0,0	Yok	35	0,5	105	3	0	249	522	2635.0	4	Var	Yok	Var	Normal	Turuncu
895	895	504	Var	0,5	Var	5.0	Yok	16	0,1	166	1	9	767	1665	701.0	15	Var	Yok	Var	Çok Ucuz	Turkuaz
896	896	1448	Yok	0,5	Var	18.0	Yok	2	0,2	100	5	19	846	1144	593.0	18	Var	Var	Var	Çok Ucuz	Turkuaz
897	897	1254	Var	2,3	Yok	0,0	Var	44	0,2	149	1	10	204	1021	3011.0	12	Var	Var	Yok	Normal	Kırmızı
898	898	1583	Var	2,1	Var	11.0	Yok	14	0,7	148	7	16	942	1651	1704.0	2	Var	Yok	Var	Normal	Yeşil
899	899	1152	Var	2,1	Var	0.0	Var	26	0,3	82	2	0	1304	1673	3284.0	8	Var	Yok	Var	Pahalı	Beyaz
900	900	864	Var	3,0	Var	0,0	Var	54	0,7	187	2	1	127	1670	3121.0	16	Var	Var	Var	Normal	Yeşil
901	901	1187	Yok	2,3	Yok	0.0	Var	21	0,2	122	6	6	215	1125	2547.0	5	Var	Var	Yok	Normal	Gri
902	902	843	Yok	1,8	Var	0.0	Yok	16	0,1	166	5	6	981	1096	3673.0	20	Var	Yok	Var	Pahalı	Pembe
903	903	1998	Var	1,2	Yok	8,0	Yok	31	0,6	196	8	19	50	1356	2311.0	18	Var	Var	Yok	Normal	Turuncu
904	904	1283	Var	0,7	Var	0.0	Var	27	0,2	80	4	6	1135	1923	3957.0	6	Var	Yok	Yok	Pahalı	Beyaz
905	905	972	Var	0,5	Var	5.0	Yok	13	0,4	193	5	8	1392	1795	1615.0	13	Yok	Var	Yok	Ucuz	Turkuaz
906	906	1373	Var	1,9	Var	1,0	Var	29	0,9	141	6	12	1220	1348	2752.0	7	Var	Var	Var	Pahalı	Beyaz
